2018-03-26 09:45:24.0988 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.3","userId":"78869"} 
2018-03-26 09:45:25.1448 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":19,"createTime":1522028720000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.30,"lastUpdate":1522028719000,"updateTime":1522028720000,"updateUserId":-99,"updateUserName":"tester","userId":78869,"version":0} 
2018-03-26 09:46:51.5748 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.3","userId":"78869"} 
2018-03-26 09:46:51.7418 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":21,"createTime":1522028806000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.30,"lastUpdate":1522028806000,"updateTime":1522028806000,"updateUserId":-99,"updateUserName":"tester","userId":78869,"version":0} 
2018-03-26 09:50:32.6520 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.3","userId":"78869"} 
2018-03-26 09:50:32.8990 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":28,"createTime":1522029027000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.30,"lastUpdate":1522029027000,"updateTime":1522029027000,"updateUserId":-99,"updateUserName":"tester","userId":78869,"version":0} 
2018-03-26 09:50:39.0210 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.3","userId":"78869"} 
2018-03-26 09:50:39.3090 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":29,"createTime":1522029034000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.30,"lastUpdate":1522029033000,"updateTime":1522029034000,"updateUserId":-99,"updateUserName":"tester","userId":78869,"version":0} 
2018-03-26 09:51:15.1240 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.3","userId":"78869"} 
2018-03-26 09:51:15.2630 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":30,"createTime":1522029070000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.30,"lastUpdate":1522029069000,"updateTime":1522029070000,"updateUserId":-99,"updateUserName":"tester","userId":78869,"version":0} 
2018-03-26 09:53:42.9220 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.3","userId":"78869"} 
2018-03-26 09:53:43.1180 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":31,"createTime":1522029218000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.30,"lastUpdate":1522029217000,"updateTime":1522029218000,"updateUserId":-99,"updateUserName":"tester","userId":78869,"version":0} 
2018-03-26 10:03:20.9207 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.3","userId":"78869"} 
2018-03-26 10:03:21.2887 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":44,"createTime":1522029796000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.30,"lastUpdate":1522029795000,"updateTime":1522029796000,"updateUserId":-99,"updateUserName":"tester","userId":78869,"version":0} 
2018-03-26 10:03:26.9377 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.3","userId":"78869"} 
2018-03-26 10:03:27.0727 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":45,"createTime":1522029802000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.30,"lastUpdate":1522029801000,"updateTime":1522029802000,"updateUserId":-99,"updateUserName":"tester","userId":78869,"version":0} 
2018-03-26 10:03:38.8537 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.3","userId":"78869"} 
2018-03-26 10:03:38.9617 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":46,"createTime":1522029813000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.30,"lastUpdate":1522029813000,"updateTime":1522029813000,"updateUserId":-99,"updateUserName":"tester","userId":78869,"version":0} 
2018-03-26 15:11:29.0949 | Info  | 注册提交：{"cellphone":"d","password":null,"smscode":null,"registSource":"wechat183"}&&openid=oIxj5wjfAiSy8vVicAXjJhVzmGk4&&fopenidoIxj5wlzyGY9exkk8wVp35G_OUwQ 
2018-03-26 15:11:29.4889 | Info  | 注册返回：oIxj5wjfAiSy8vVicAXjJhVzmGk4{"code":403503,"errors":[{"message":"请输入用户密码","reason":"[Forbidden] - 服务器拒绝执行该请求"}],"message":"请输入用户密码"} 
2018-03-26 15:11:46.4899 | Info  | 提交中奖倍数:{"activityId":"1","lastRate":"1.2","userId":"137586"} 
2018-03-26 15:11:46.6169 | Info  | 返回中奖倍数:{"activityId":1,"activityRateId":102,"createTime":1522048301000,"createUserId":-99,"createUserName":"tester","deleted":"NORMAL","displayOrder":0,"lastRate":1.20,"lastUpdate":1522048301000,"updateTime":1522048301000,"updateUserId":-99,"updateUserName":"tester","userId":137586,"version":0} 
2018-03-26 15:11:48.6719 | Info  | 注册提交：{"cellphone":"d","password":null,"smscode":null,"registSource":"wechat183"}&&openid=oIxj5wjfAiSy8vVicAXjJhVzmGk4&&fopenidoIxj5wlzyGY9exkk8wVp35G_OUwQ 
